team_id,team_maturity,item_id,is_potentially_testable,identified_pre_ai,identified_post_ai,baseline_conversion_rate,ai_impact_factor
0,Low,T0_I0,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I1,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I2,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I3,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I4,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I5,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I6,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I7,False,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I8,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I9,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I10,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I11,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I12,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I13,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I14,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I15,True,True,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I16,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I17,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I18,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I19,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I20,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I21,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I22,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I23,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I24,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I25,True,True,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I26,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I27,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I28,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I29,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I30,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I31,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I32,False,True,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I33,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I34,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I35,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I36,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I37,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I38,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I39,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I40,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I41,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I42,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I43,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I44,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I45,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I46,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I47,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I48,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I49,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I50,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I51,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I52,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I53,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I54,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I55,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I56,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I57,False,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I58,True,True,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I59,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I60,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I61,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I62,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I63,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I64,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I65,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I66,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I67,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I68,True,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I69,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I70,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I71,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I72,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I73,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I74,False,False,False,0.15618101782710436,2.4655000144869414
0,Low,T0_I75,True,False,True,0.15618101782710436,2.4655000144869414
0,Low,T0_I76,True,True,True,0.15618101782710436,2.4655000144869414
